id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
238,238,early,often,never,weekly,vegetarian,ok,luxury,aggressive,"[""mountain"", ""museum"", ""sea""]","[""photography"", ""cooking"", ""travel"", ""running"", ""yoga""]",ISTP,2025-07-26 11:18:51,2025-07-26 11:18:51
239,239,early,often,never,daily,halal,ok,frugal,aggressive,"[""museum"", ""island"", ""citywalk""]","[""music"", ""movie"", ""gaming"", ""football"", ""coding"", ""basketball""]",ENFP,2025-07-05 11:18:51,2025-07-05 11:18:51
240,240,late,often,never,3+weekly,vegan,reject,luxury,aggressive,"[""roadtrip"", ""museum"", ""desert""]","[""coding"", ""boardgame"", ""music"", ""movie""]",ISTP,2025-08-01 11:18:51,2025-08-01 11:18:51
241,241,normal,never,often,3+weekly,keto,love,frugal,balanced,"[""desert"", ""museum""]","[""basketball"", ""reading"", ""cooking""]",ISFJ,2025-06-27 11:18:51,2025-06-27 11:18:51
242,242,normal,occasionally,occasionally,none,normal,ok,luxury,aggressive,"[""island"", ""citywalk""]","[""reading"", ""photography"", ""hiking""]",ESFJ,2025-08-25 11:18:51,2025-08-25 11:18:51
243,243,normal,never,occasionally,none,vegetarian,ok,balanced,balanced,"[""mountain""]","[""photography"", ""boardgame"", ""movie""]",ISTP,2025-08-01 11:18:51,2025-08-01 11:18:51
244,244,late,occasionally,never,daily,keto,allergic,frugal,conservative,"[""roadtrip""]","[""travel"", ""basketball"", ""coding"", ""cooking"", ""football""]",,2025-06-29 11:18:51,2025-06-29 11:18:51
245,245,late,never,often,3+weekly,halal,love,luxury,balanced,"[""roadtrip"", ""sea""]","[""gaming"", ""coding"", ""hiking"", ""reading""]",ISTP,2025-08-03 11:18:51,2025-08-03 11:18:51
246,246,late,often,never,3+weekly,halal,allergic,balanced,balanced,"[""mountain"", ""desert""]","[""music"", ""football"", ""photography"", ""hiking""]",INTJ,2025-07-06 11:18:51,2025-07-06 11:18:51
247,247,early,often,often,weekly,halal,ok,frugal,conservative,"[""roadtrip""]","[""music"", ""hiking""]",ISTP,2025-07-16 11:18:51,2025-07-16 11:18:51
248,248,early,never,often,weekly,vegan,love,balanced,aggressive,"[""mountain""]","[""basketball"", ""hiking"", ""coding""]",,2025-07-05 11:18:51,2025-07-05 11:18:51
249,249,normal,occasionally,often,3+weekly,keto,love,frugal,conservative,"[""island""]","[""coding"", ""photography""]",ESFJ,2025-09-04 11:18:51,2025-09-04 11:18:51
250,250,early,occasionally,often,none,halal,reject,frugal,aggressive,"[""sea"", ""roadtrip""]","[""movie"", ""football"", ""running""]",INTJ,2025-06-26 11:18:51,2025-06-26 11:18:51
251,251,late,occasionally,never,daily,keto,ok,balanced,aggressive,"[""desert"", ""mountain"", ""sea""]","[""basketball"", ""music""]",INTJ,2025-09-07 11:18:51,2025-09-07 11:18:51
252,252,normal,never,occasionally,weekly,low_carb,reject,balanced,aggressive,"[""museum"", ""sea""]","[""reading"", ""running""]",INTJ,2025-07-04 11:18:51,2025-07-04 11:18:51
253,253,late,occasionally,occasionally,daily,keto,love,frugal,balanced,"[""citywalk"", ""museum"", ""island""]","[""boardgame"", ""movie"", ""cooking"", ""gaming"", ""travel"", ""basketball""]",INTJ,2025-07-02 11:18:51,2025-07-02 11:18:51
254,254,early,often,often,weekly,vegan,love,balanced,aggressive,"[""desert""]","[""music"", ""basketball"", ""football""]",INTJ,2025-06-15 11:18:51,2025-06-15 11:18:51
255,255,normal,occasionally,often,3+weekly,keto,reject,luxury,conservative,"[""sea"", ""island""]","[""reading"", ""gaming""]",,2025-09-05 11:18:51,2025-09-05 11:18:51
256,256,normal,often,occasionally,none,normal,reject,frugal,conservative,"[""desert""]","[""boardgame"", ""hiking""]",ISFJ,2025-06-28 11:18:51,2025-06-28 11:18:51
257,257,late,never,often,3+weekly,low_carb,reject,frugal,balanced,"[""roadtrip"", ""museum"", ""sea""]","[""reading"", ""photography"", ""gaming"", ""basketball"", ""coding""]",ESFJ,2025-09-02 11:18:51,2025-09-02 11:18:51
258,258,late,occasionally,often,3+weekly,vegan,ok,luxury,aggressive,"[""island"", ""roadtrip"", ""museum""]","[""hiking"", ""reading"", ""gaming"", ""boardgame"", ""basketball""]",ISFJ,2025-07-22 11:18:51,2025-07-22 11:18:51
259,259,normal,never,often,daily,vegan,ok,frugal,balanced,"[""mountain"", ""citywalk""]","[""football"", ""yoga"", ""gaming"", ""music""]",ESFJ,2025-07-09 11:18:51,2025-07-09 11:18:51
260,260,normal,never,often,none,vegetarian,love,frugal,conservative,"[""mountain""]","[""football"", ""gaming"", ""boardgame"", ""coding"", ""photography""]",ENTP,2025-07-20 11:18:51,2025-07-20 11:18:51
261,261,normal,never,occasionally,3+weekly,halal,love,luxury,aggressive,"[""museum"", ""roadtrip""]","[""coding"", ""basketball"", ""movie""]",ISFJ,2025-08-10 11:18:51,2025-08-10 11:18:51
262,262,normal,occasionally,often,daily,normal,love,balanced,conservative,"[""museum"", ""sea"", ""desert""]","[""photography"", ""music"", ""reading"", ""gaming""]",ISTP,2025-06-13 11:18:51,2025-06-13 11:18:51
263,263,early,never,occasionally,none,vegan,reject,frugal,conservative,"[""roadtrip"", ""museum"", ""desert""]","[""coding"", ""reading"", ""music""]",ENTP,2025-08-04 11:18:51,2025-08-04 11:18:51
264,264,early,often,occasionally,weekly,keto,ok,frugal,conservative,"[""museum"", ""mountain"", ""citywalk""]","[""yoga"", ""reading"", ""travel"", ""running"", ""photography"", ""football""]",ENFP,2025-08-01 11:18:51,2025-08-01 11:18:51
265,265,normal,often,often,none,normal,allergic,luxury,aggressive,"[""citywalk"", ""island"", ""roadtrip""]","[""yoga"", ""movie""]",,2025-08-11 11:18:51,2025-08-11 11:18:51
266,266,early,never,never,none,normal,allergic,frugal,balanced,"[""island""]","[""hiking"", ""football"", ""coding""]",ISFJ,2025-07-23 11:18:51,2025-07-23 11:18:51
267,267,late,occasionally,often,3+weekly,vegetarian,reject,frugal,balanced,"[""roadtrip"", ""island""]","[""cooking"", ""running"", ""reading"", ""yoga""]",INTJ,2025-08-08 11:18:51,2025-08-08 11:18:51
268,268,normal,occasionally,occasionally,none,vegan,love,frugal,conservative,"[""citywalk"", ""desert"", ""mountain""]","[""movie"", ""running"", ""travel"", ""football"", ""music""]",ISFJ,2025-08-30 11:18:51,2025-08-30 11:18:51
269,269,normal,never,occasionally,weekly,halal,reject,luxury,aggressive,"[""citywalk""]","[""travel"", ""yoga""]",ENTP,2025-07-18 11:18:51,2025-07-18 11:18:51
270,270,early,often,often,none,keto,love,balanced,aggressive,"[""sea""]","[""movie"", ""travel"", ""yoga""]",ISFJ,2025-07-18 11:18:51,2025-07-18 11:18:51
271,271,normal,occasionally,never,daily,vegetarian,reject,balanced,balanced,"[""citywalk"", ""desert""]","[""photography"", ""movie"", ""basketball"", ""football""]",ISTP,2025-08-09 11:18:51,2025-08-09 11:18:51
272,272,normal,often,often,none,vegetarian,allergic,balanced,conservative,"[""museum""]","[""reading"", ""hiking""]",ISFJ,2025-07-08 11:18:51,2025-07-08 11:18:51
273,273,late,never,occasionally,daily,vegan,love,frugal,conservative,"[""mountain"", ""museum""]","[""yoga"", ""boardgame"", ""reading"", ""running"", ""cooking"", ""movie""]",ENTP,2025-07-14 11:18:51,2025-07-14 11:18:51
274,274,late,often,occasionally,3+weekly,keto,allergic,balanced,balanced,"[""desert"", ""citywalk""]","[""basketball"", ""photography"", ""movie""]",INTJ,2025-09-10 11:18:51,2025-09-10 11:18:51
275,275,normal,occasionally,occasionally,none,halal,ok,balanced,balanced,"[""desert""]","[""movie"", ""cooking"", ""reading"", ""travel""]",ESFJ,2025-09-07 11:18:51,2025-09-07 11:18:51
276,276,late,never,occasionally,3+weekly,vegetarian,reject,balanced,aggressive,"[""citywalk"", ""desert""]","[""cooking"", ""travel"", ""running""]",ESFJ,2025-09-07 11:18:51,2025-09-07 11:18:51
277,277,normal,often,often,3+weekly,normal,ok,balanced,conservative,"[""museum""]","[""hiking"", ""coding"", ""movie"", ""yoga""]",ISTP,2025-08-04 11:18:51,2025-08-04 11:18:51
278,278,early,often,often,daily,low_carb,reject,luxury,balanced,"[""desert"", ""island"", ""museum""]","[""boardgame"", ""travel"", ""football"", ""gaming"", ""running"", ""coding""]",ESFJ,2025-06-22 11:18:51,2025-06-22 11:18:51
279,279,early,never,occasionally,3+weekly,keto,love,frugal,balanced,"[""sea"", ""mountain""]","[""music"", ""photography"", ""travel"", ""hiking"", ""basketball"", ""boardgame""]",ESFJ,2025-06-12 11:18:51,2025-06-12 11:18:51
280,280,late,occasionally,never,none,vegetarian,love,luxury,aggressive,"[""desert""]","[""boardgame"", ""basketball"", ""movie""]",ENTP,2025-08-28 11:18:51,2025-08-28 11:18:51
281,281,normal,often,often,3+weekly,low_carb,reject,frugal,conservative,"[""roadtrip""]","[""basketball"", ""coding"", ""gaming"", ""music""]",ESFJ,2025-09-07 11:18:51,2025-09-07 11:18:51
282,282,late,often,occasionally,3+weekly,normal,ok,frugal,conservative,"[""roadtrip"", ""mountain""]","[""coding"", ""running"", ""photography""]",ISFJ,2025-07-23 11:18:51,2025-07-23 11:18:51
283,283,normal,often,occasionally,none,keto,love,frugal,conservative,"[""citywalk"", ""sea""]","[""running"", ""photography"", ""football"", ""travel""]",ISTP,2025-07-29 11:18:51,2025-07-29 11:18:51
284,284,early,often,never,weekly,halal,reject,frugal,conservative,"[""citywalk"", ""island"", ""desert""]","[""coding"", ""movie"", ""reading"", ""photography"", ""football"", ""travel""]",,2025-07-26 11:18:51,2025-07-26 11:18:51
285,285,late,never,never,weekly,low_carb,allergic,luxury,aggressive,"[""desert"", ""mountain""]","[""photography"", ""gaming""]",ISFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
286,286,late,often,never,none,normal,ok,frugal,conservative,"[""museum"", ""desert"", ""island""]","[""basketball"", ""boardgame"", ""reading"", ""movie"", ""running""]",ESFJ,2025-07-10 11:18:51,2025-07-10 11:18:51
287,287,normal,occasionally,occasionally,weekly,low_carb,ok,frugal,balanced,"[""island"", ""roadtrip""]","[""photography"", ""cooking""]",ISFJ,2025-07-22 11:18:51,2025-07-22 11:18:51
288,288,early,often,never,3+weekly,low_carb,love,balanced,aggressive,"[""desert""]","[""hiking"", ""music"", ""yoga"", ""photography""]",,2025-08-16 11:18:51,2025-08-16 11:18:51
289,289,late,occasionally,never,weekly,normal,allergic,luxury,balanced,"[""mountain"", ""roadtrip""]","[""reading"", ""music"", ""basketball""]",INTJ,2025-08-21 11:18:51,2025-08-21 11:18:51
290,290,early,never,occasionally,daily,low_carb,love,luxury,conservative,"[""desert""]","[""basketball"", ""travel"", ""gaming""]",ESFJ,2025-07-18 11:18:51,2025-07-18 11:18:51
291,291,late,never,often,weekly,keto,ok,frugal,conservative,"[""island"", ""sea"", ""roadtrip""]","[""cooking"", ""movie"", ""reading"", ""hiking"", ""coding""]",ENTP,2025-06-14 11:18:51,2025-06-14 11:18:51
292,292,late,never,often,weekly,normal,ok,frugal,aggressive,"[""museum"", ""citywalk"", ""desert""]","[""movie"", ""yoga"", ""travel"", ""photography""]",,2025-06-21 11:18:51,2025-06-21 11:18:51
293,293,late,occasionally,occasionally,3+weekly,halal,allergic,frugal,conservative,"[""citywalk"", ""desert"", ""sea""]","[""yoga"", ""gaming"", ""reading"", ""running"", ""boardgame""]",ESFJ,2025-07-18 11:18:51,2025-07-18 11:18:51
294,294,normal,never,occasionally,daily,keto,allergic,luxury,balanced,"[""mountain"", ""island""]","[""movie"", ""coding"", ""hiking"", ""travel""]",INTJ,2025-08-20 11:18:51,2025-08-20 11:18:51
295,295,early,often,often,weekly,vegan,allergic,luxury,balanced,"[""citywalk""]","[""boardgame"", ""movie"", ""yoga"", ""music""]",ISFJ,2025-07-12 11:18:51,2025-07-12 11:18:51
296,296,late,often,occasionally,daily,halal,allergic,balanced,balanced,"[""desert"", ""sea"", ""island""]","[""movie"", ""basketball"", ""coding"", ""travel"", ""yoga""]",ESFJ,2025-09-08 11:18:51,2025-09-08 11:18:51
297,297,late,never,often,3+weekly,vegetarian,allergic,balanced,balanced,"[""desert""]","[""photography"", ""reading"", ""yoga"", ""travel"", ""coding"", ""basketball""]",INTJ,2025-07-14 11:18:51,2025-07-14 11:18:51
298,298,late,often,often,daily,halal,ok,frugal,aggressive,"[""desert""]","[""movie"", ""travel"", ""hiking"", ""reading""]",,2025-08-05 11:18:51,2025-08-05 11:18:51
299,299,early,occasionally,never,none,keto,ok,frugal,aggressive,"[""citywalk"", ""museum"", ""mountain""]","[""boardgame"", ""reading""]",ESFJ,2025-09-05 11:18:51,2025-09-05 11:18:51
300,300,late,often,never,daily,keto,ok,balanced,balanced,"[""desert""]","[""travel"", ""football"", ""yoga""]",,2025-06-19 11:18:51,2025-06-19 11:18:51
301,301,late,occasionally,often,none,halal,love,frugal,balanced,"[""citywalk""]","[""photography"", ""movie"", ""coding"", ""music"", ""boardgame""]",ISFJ,2025-07-30 11:18:51,2025-07-30 11:18:51
302,302,normal,never,never,3+weekly,vegan,ok,luxury,conservative,"[""citywalk""]","[""cooking"", ""football"", ""movie"", ""boardgame""]",INTJ,2025-08-06 11:18:51,2025-08-06 11:18:51
303,303,early,often,never,none,keto,love,balanced,balanced,"[""desert"", ""citywalk"", ""island""]","[""cooking"", ""gaming"", ""music"", ""reading""]",ISTP,2025-07-11 11:18:51,2025-07-11 11:18:51
304,304,early,occasionally,often,daily,vegan,allergic,frugal,balanced,"[""museum""]","[""cooking"", ""reading"", ""football""]",ESFJ,2025-06-27 11:18:51,2025-06-27 11:18:51
305,305,early,occasionally,often,daily,vegetarian,allergic,frugal,conservative,"[""roadtrip"", ""citywalk"", ""sea""]","[""gaming"", ""yoga"", ""cooking"", ""travel"", ""movie"", ""basketball""]",ENTP,2025-09-06 11:18:51,2025-09-06 11:18:51
306,306,early,often,never,weekly,keto,reject,frugal,aggressive,"[""roadtrip""]","[""boardgame"", ""football""]",ISFJ,2025-07-22 11:18:51,2025-07-22 11:18:51
307,307,late,occasionally,occasionally,daily,normal,reject,frugal,aggressive,"[""museum"", ""island""]","[""gaming"", ""football""]",,2025-07-17 11:18:51,2025-07-17 11:18:51
308,308,normal,never,never,daily,low_carb,allergic,balanced,balanced,"[""sea"", ""island""]","[""hiking"", ""travel"", ""football"", ""gaming"", ""movie""]",ENTP,2025-06-26 11:18:51,2025-06-26 11:18:51
309,309,early,never,often,3+weekly,vegan,allergic,frugal,conservative,"[""desert"", ""museum"", ""mountain""]","[""coding"", ""travel"", ""yoga"", ""basketball"", ""reading"", ""gaming""]",,2025-07-10 11:18:51,2025-07-10 11:18:51
310,310,normal,occasionally,occasionally,3+weekly,low_carb,reject,balanced,aggressive,"[""museum"", ""mountain"", ""island""]","[""gaming"", ""coding"", ""football""]",INTJ,2025-08-28 11:18:51,2025-08-28 11:18:51
311,311,normal,often,occasionally,weekly,vegan,reject,frugal,balanced,"[""mountain""]","[""football"", ""travel""]",,2025-07-31 11:18:51,2025-07-31 11:18:51
312,312,late,often,never,daily,normal,allergic,frugal,conservative,"[""citywalk"", ""island"", ""roadtrip""]","[""yoga"", ""basketball"", ""boardgame"", ""gaming""]",INTJ,2025-08-24 11:18:51,2025-08-24 11:18:51
313,313,late,often,occasionally,none,keto,allergic,balanced,aggressive,"[""sea""]","[""movie"", ""cooking""]",ENFP,2025-06-19 11:18:51,2025-06-19 11:18:51
314,314,late,never,occasionally,daily,halal,allergic,balanced,balanced,"[""citywalk"", ""roadtrip"", ""museum""]","[""cooking"", ""coding"", ""running"", ""basketball"", ""boardgame"", ""music""]",INTJ,2025-08-12 11:18:51,2025-08-12 11:18:51
315,315,normal,occasionally,never,none,vegetarian,love,frugal,aggressive,"[""island"", ""museum""]","[""boardgame"", ""yoga"", ""reading"", ""running"", ""movie""]",ENFP,2025-07-02 11:18:51,2025-07-02 11:18:51
316,316,late,occasionally,occasionally,daily,vegan,ok,balanced,aggressive,"[""island""]","[""football"", ""basketball"", ""music"", ""hiking""]",ESFJ,2025-08-13 11:18:51,2025-08-13 11:18:51
317,317,early,occasionally,often,3+weekly,normal,ok,balanced,aggressive,"[""citywalk""]","[""cooking"", ""photography""]",,2025-09-08 11:18:51,2025-09-08 11:18:51
318,318,late,never,often,daily,normal,reject,luxury,conservative,"[""citywalk""]","[""music"", ""basketball"", ""travel"", ""movie"", ""yoga"", ""boardgame""]",ENTP,2025-07-10 11:18:51,2025-07-10 11:18:51
319,319,early,often,occasionally,daily,vegetarian,allergic,frugal,aggressive,"[""citywalk""]","[""photography"", ""cooking"", ""travel"", ""running"", ""hiking"", ""reading""]",ISFJ,2025-07-29 11:18:51,2025-07-29 11:18:51
320,320,early,occasionally,often,3+weekly,low_carb,allergic,frugal,aggressive,"[""museum""]","[""football"", ""gaming"", ""running""]",,2025-08-25 11:18:51,2025-08-25 11:18:51
321,321,normal,occasionally,never,none,normal,love,balanced,conservative,"[""mountain"", ""sea"", ""roadtrip""]","[""music"", ""photography"", ""travel"", ""cooking"", ""football""]",INTJ,2025-09-06 11:18:51,2025-09-06 11:18:51
322,322,early,never,never,3+weekly,halal,love,balanced,aggressive,"[""desert"", ""island"", ""mountain""]","[""yoga"", ""hiking""]",ESFJ,2025-07-16 11:18:51,2025-07-16 11:18:51
323,323,normal,occasionally,occasionally,weekly,low_carb,love,frugal,conservative,"[""island"", ""desert"", ""citywalk""]","[""travel"", ""basketball"", ""hiking"", ""reading"", ""movie"", ""boardgame""]",,2025-08-06 11:18:51,2025-08-06 11:18:51
324,324,normal,occasionally,occasionally,none,vegan,love,balanced,conservative,"[""citywalk"", ""mountain"", ""desert""]","[""travel"", ""photography"", ""coding""]",,2025-08-04 11:18:51,2025-08-04 11:18:51
325,325,normal,occasionally,never,weekly,keto,love,frugal,conservative,"[""citywalk"", ""desert"", ""museum""]","[""yoga"", ""travel"", ""hiking"", ""music""]",ISTP,2025-08-13 11:18:51,2025-08-13 11:18:51
326,326,late,occasionally,occasionally,daily,low_carb,ok,frugal,balanced,"[""roadtrip"", ""museum"", ""sea""]","[""hiking"", ""cooking"", ""reading"", ""gaming"", ""basketball""]",ENFP,2025-08-06 11:18:51,2025-08-06 11:18:51
327,327,early,often,occasionally,3+weekly,normal,ok,luxury,balanced,"[""desert"", ""roadtrip"", ""citywalk""]","[""boardgame"", ""basketball"", ""yoga"", ""coding""]",ENTP,2025-08-04 11:18:51,2025-08-04 11:18:51
328,328,late,never,never,none,normal,love,balanced,aggressive,"[""sea"", ""roadtrip"", ""citywalk""]","[""cooking"", ""boardgame"", ""travel""]",ENTP,2025-09-02 11:18:51,2025-09-02 11:18:51
329,329,early,occasionally,occasionally,3+weekly,vegetarian,reject,luxury,balanced,"[""sea""]","[""coding"", ""gaming""]",ISTP,2025-08-08 11:18:51,2025-08-08 11:18:51
330,330,late,often,often,weekly,vegetarian,allergic,balanced,balanced,"[""museum""]","[""cooking"", ""running"", ""basketball"", ""coding"", ""photography"", ""reading""]",ISTP,2025-09-08 11:18:51,2025-09-08 11:18:51
331,331,late,often,occasionally,weekly,halal,reject,luxury,aggressive,"[""desert""]","[""yoga"", ""photography"", ""cooking"", ""football"", ""running"", ""reading""]",ESFJ,2025-08-17 11:18:51,2025-08-17 11:18:51
332,332,normal,often,occasionally,none,halal,reject,luxury,conservative,"[""sea"", ""desert"", ""mountain""]","[""travel"", ""cooking""]",ESFJ,2025-08-30 11:18:51,2025-08-30 11:18:51
333,333,late,often,never,none,normal,allergic,luxury,balanced,"[""island"", ""museum"", ""sea""]","[""reading"", ""coding"", ""running"", ""boardgame""]",,2025-08-31 11:18:51,2025-08-31 11:18:51
334,334,normal,occasionally,occasionally,daily,halal,reject,balanced,balanced,"[""citywalk""]","[""hiking"", ""gaming"", ""yoga""]",ISTP,2025-07-11 11:18:51,2025-07-11 11:18:51
335,335,normal,occasionally,occasionally,daily,low_carb,reject,luxury,balanced,"[""sea"", ""island""]","[""boardgame"", ""music""]",,2025-08-12 11:18:51,2025-08-12 11:18:51
336,336,normal,often,never,daily,low_carb,love,luxury,aggressive,"[""museum"", ""sea"", ""roadtrip""]","[""coding"", ""photography"", ""football""]",,2025-07-08 11:18:51,2025-07-08 11:18:51
337,337,early,often,occasionally,none,halal,allergic,balanced,balanced,"[""mountain""]","[""coding"", ""hiking""]",ENTP,2025-08-25 11:18:51,2025-08-25 11:18:51
338,338,late,often,never,daily,vegetarian,ok,balanced,conservative,"[""desert""]","[""yoga"", ""photography"", ""cooking"", ""travel"", ""hiking"", ""boardgame""]",ENFP,2025-08-31 11:18:51,2025-08-31 11:18:51
339,339,late,never,often,weekly,vegan,love,frugal,aggressive,"[""roadtrip"", ""desert""]","[""boardgame"", ""football"", ""hiking""]",INTJ,2025-06-18 11:18:51,2025-06-18 11:18:51
340,340,normal,often,occasionally,3+weekly,low_carb,ok,frugal,aggressive,"[""citywalk"", ""desert"", ""sea""]","[""yoga"", ""travel"", ""boardgame"", ""coding"", ""movie"", ""hiking""]",ENTP,2025-08-11 11:18:51,2025-08-11 11:18:51
341,341,normal,occasionally,occasionally,3+weekly,vegetarian,love,balanced,conservative,"[""roadtrip""]","[""music"", ""gaming"", ""movie""]",INTJ,2025-08-14 11:18:51,2025-08-14 11:18:51
342,342,normal,occasionally,occasionally,none,low_carb,ok,balanced,conservative,"[""roadtrip"", ""museum"", ""island""]","[""running"", ""hiking"", ""coding""]",ISFJ,2025-07-15 11:18:51,2025-07-15 11:18:51
343,343,normal,occasionally,never,daily,vegan,allergic,balanced,aggressive,"[""sea"", ""mountain""]","[""football"", ""movie"", ""yoga"", ""coding"", ""gaming"", ""running""]",ENFP,2025-07-09 11:18:51,2025-07-09 11:18:51
344,344,normal,occasionally,often,weekly,keto,reject,balanced,aggressive,"[""museum"", ""island"", ""roadtrip""]","[""yoga"", ""travel"", ""boardgame"", ""football"", ""gaming"", ""running""]",ESFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
345,345,early,never,never,weekly,low_carb,allergic,luxury,balanced,"[""citywalk"", ""museum""]","[""gaming"", ""photography""]",INTJ,2025-09-01 11:18:51,2025-09-01 11:18:51
346,346,late,often,never,weekly,vegetarian,allergic,frugal,balanced,"[""sea"", ""island""]","[""music"", ""reading"", ""basketball"", ""photography"", ""cooking""]",ENTP,2025-07-23 11:18:51,2025-07-23 11:18:51
347,347,normal,often,often,weekly,halal,reject,frugal,balanced,"[""sea"", ""mountain""]","[""boardgame"", ""running"", ""basketball"", ""photography"", ""travel"", ""cooking""]",,2025-09-01 11:18:51,2025-09-01 11:18:51
348,348,early,never,occasionally,weekly,halal,ok,luxury,aggressive,"[""citywalk"", ""sea""]","[""travel"", ""reading"", ""yoga"", ""football"", ""hiking""]",ENTP,2025-09-07 11:18:51,2025-09-07 11:18:51
349,349,late,occasionally,often,none,low_carb,allergic,frugal,balanced,"[""island"", ""citywalk""]","[""cooking"", ""travel"", ""movie""]",ISFJ,2025-08-26 11:18:51,2025-08-26 11:18:51
350,350,late,never,occasionally,daily,low_carb,ok,luxury,balanced,"[""desert""]","[""boardgame"", ""travel"", ""yoga""]",ENTP,2025-06-28 11:18:51,2025-06-28 11:18:51
351,351,late,occasionally,often,weekly,keto,love,balanced,balanced,"[""sea""]","[""hiking"", ""running"", ""yoga"", ""coding"", ""gaming"", ""movie""]",ENFP,2025-08-03 11:18:51,2025-08-03 11:18:51
352,352,late,often,often,none,normal,allergic,balanced,conservative,"[""sea"", ""desert""]","[""boardgame"", ""travel"", ""football"", ""yoga""]",,2025-07-24 11:18:51,2025-07-24 11:18:51
353,353,late,never,occasionally,none,normal,allergic,luxury,balanced,"[""museum"", ""desert"", ""mountain""]","[""coding"", ""football"", ""movie""]",ESFJ,2025-08-17 11:18:51,2025-08-17 11:18:51
354,354,normal,often,occasionally,none,halal,ok,luxury,balanced,"[""roadtrip""]","[""hiking"", ""football"", ""boardgame""]",ENTP,2025-07-24 11:18:51,2025-07-24 11:18:51
355,355,late,never,occasionally,3+weekly,vegan,love,balanced,conservative,"[""roadtrip"", ""desert"", ""museum""]","[""coding"", ""reading"", ""yoga"", ""music"", ""football""]",INTJ,2025-06-17 11:18:51,2025-06-17 11:18:51
356,356,normal,occasionally,often,none,halal,ok,luxury,aggressive,"[""mountain"", ""desert""]","[""football"", ""yoga"", ""running"", ""hiking"", ""coding""]",ENTP,2025-08-20 11:18:51,2025-08-20 11:18:51
357,357,early,often,often,daily,normal,reject,frugal,conservative,"[""mountain""]","[""gaming"", ""boardgame"", ""music"", ""hiking""]",INTJ,2025-08-22 11:18:51,2025-08-22 11:18:51
358,358,late,often,occasionally,3+weekly,vegetarian,love,luxury,conservative,"[""desert"", ""mountain"", ""sea""]","[""travel"", ""movie"", ""football"", ""photography"", ""running""]",ENFP,2025-08-04 11:18:51,2025-08-04 11:18:51
359,359,normal,often,never,weekly,vegetarian,ok,balanced,aggressive,"[""citywalk"", ""desert""]","[""music"", ""travel"", ""basketball"", ""reading"", ""hiking""]",ESFJ,2025-07-03 11:18:51,2025-07-03 11:18:51
360,360,late,never,often,3+weekly,halal,ok,luxury,aggressive,"[""sea"", ""museum""]","[""reading"", ""hiking""]",ENTP,2025-08-15 11:18:51,2025-08-15 11:18:51
361,361,late,often,never,3+weekly,keto,reject,luxury,conservative,"[""desert"", ""citywalk""]","[""coding"", ""reading"", ""photography"", ""football"", ""running"", ""basketball""]",,2025-07-24 11:18:51,2025-07-24 11:18:51
362,362,early,never,occasionally,none,halal,ok,frugal,balanced,"[""roadtrip"", ""mountain""]","[""basketball"", ""football"", ""movie"", ""running""]",ISTP,2025-06-16 11:18:51,2025-06-16 11:18:51
363,363,early,often,often,3+weekly,vegan,love,frugal,balanced,"[""desert"", ""island""]","[""photography"", ""boardgame"", ""travel""]",INTJ,2025-08-27 11:18:51,2025-08-27 11:18:51
364,364,early,never,occasionally,daily,low_carb,ok,frugal,balanced,"[""island""]","[""cooking"", ""reading"", ""hiking"", ""coding"", ""music"", ""basketball""]",ISFJ,2025-09-03 11:18:51,2025-09-03 11:18:51
365,365,normal,occasionally,occasionally,none,low_carb,ok,balanced,conservative,"[""desert""]","[""travel"", ""gaming"", ""coding"", ""reading"", ""music""]",ISFJ,2025-08-18 11:18:51,2025-08-18 11:18:51
366,366,early,often,occasionally,daily,vegetarian,allergic,luxury,balanced,"[""roadtrip"", ""island"", ""desert""]","[""photography"", ""reading"", ""music"", ""basketball"", ""gaming"", ""boardgame""]",ENTP,2025-08-31 11:18:51,2025-08-31 11:18:51
367,367,late,often,occasionally,3+weekly,vegetarian,allergic,balanced,conservative,"[""mountain""]","[""running"", ""coding"", ""photography"", ""reading"", ""football""]",,2025-06-22 11:18:51,2025-06-22 11:18:51
368,368,early,never,often,none,vegan,allergic,luxury,conservative,"[""mountain"", ""citywalk"", ""sea""]","[""basketball"", ""music"", ""yoga""]",ESFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
369,369,late,often,never,none,keto,allergic,frugal,balanced,"[""desert"", ""sea""]","[""music"", ""hiking"", ""running""]",ISFJ,2025-06-18 11:18:51,2025-06-18 11:18:51
370,370,early,often,often,none,normal,allergic,balanced,balanced,"[""island""]","[""reading"", ""gaming"", ""hiking"", ""basketball""]",ISFJ,2025-08-21 11:18:51,2025-08-21 11:18:51
371,371,early,occasionally,often,weekly,vegan,allergic,balanced,balanced,"[""citywalk"", ""mountain""]","[""photography"", ""movie"", ""yoga"", ""boardgame""]",INTJ,2025-06-14 11:18:51,2025-06-14 11:18:51
372,372,early,occasionally,never,none,normal,allergic,frugal,conservative,"[""mountain"", ""sea""]","[""cooking"", ""gaming"", ""travel"", ""football""]",ISFJ,2025-08-12 11:18:51,2025-08-12 11:18:51
